ID_COMISION,ID_FORMACION,NOMBRE,FECHA_INICIO_ESPERADA,FECHA_FINALIZACION_ESPERADA,FECHA_INICIO_REAL,FECHA_FINALIZACION_REAL,CANTIDAD_ALUMNOS,CANTIDAD_DOCENTES
62,100,A,2024-06-21 20:49:01,2022-02-30 20:49:01,2024-06-21 20:49:01,2022-02-28 20:49:01,31,1
66,18,B,2024-06-22 16:20:26,2022-02-31 0:00:00,2024-06-29 16:20:26,,26,3
67,16,C,2024-07-02 16:32:08,2022-02-31 0:00:00,2024-07-02 16:32:08,,43,1
68,33,D,2024-07-09 16:06:32,2022-02-31 0:00:00,2024-07-09 16:06:32,,28,3
69,23,E,2024-07-13 13:14:28,2022-02-31 0:00:00,2024-07-13 13:14:28,,29,3
70,67,F,2024-07-18 13:02:18,2022-02-31 0:00:00,2024-07-21 13:02:18,,72,1
71,86,G,2024-07-22 16:12:14,2022-02-31 0:00:00,2024-07-22 16:12:14,,27,3
72,37,H,2024-07-26 13:16:22,2022-02-31 0:00:00,2024-07-31 13:16:22,,72,3
73,27,A,2024-08-11 16:02:13,2022-02-31 0:00:00,2024-08-11 16:02:13,,20,1
74,12,B,2024-08-21 11:48:28,2022-02-31 0:00:00,2024-08-22 11:48:28,,26,4
72,20,C,2024-09-10 8:12:18,2022-02-31 0:00:00,2024-09-10 8:12:18,,80,2
76,17,D,2024-09-20 11:02:38,2022-02-31 0:00:00,2024-09-21 11:02:38,,20,4
77,27,E,2024-10-11 9:21:36,2022-02-31 0:00:00,2024-10-11 9:21:36,,78,1
78,24,F,2024-10-21 10:29:27,2022-02-31 0:00:00,2024-10-21 10:29:27,,71,1
79,23,G,2024-11-10 16:08:21,2022-02-31 0:00:00,2024-11-13 16:08:21,,37,4
80,22,H,2024-11-20 12:31:46,2022-02-31 0:00:00,2024-11-21 12:31:46,,72,3
81,9,A,2024-12-11 20:01:17,2022-02-31 0:00:00,2024-12-11 20:01:17,,27,2
82,21,B,2024-12-21 21:23:37,2022-02-31 0:00:00,2024-12-21 21:23:37,,26,1
83,82,C,2022-01-02 12:21:26,2022-02-31 0:00:00,2022-01-10 12:21:26,,24,2
84,40,D,2022-01-09 11:23:33,2022-02-31 0:00:00,2022-01-10 12:21:26,,28,2
82,82,E,2022-01-13 10:39:40,2022-02-31 0:00:00,2022-01-13 10:39:40,,21,2
86,40,F,2022-01-18 20:20:39,2022-02-31 0:00:00,2022-01-18 20:20:39,,76,2
87,22,G,2022-01-22 12:21:42,2022-02-31 0:00:00,2022-01-22 12:21:42,,21,1
88,22,H,2022-01-26 9:44:03,2022-02-31 0:00:00,2022-01-26 9:44:03,,72,2
89,22,A,2022-02-04 21:29:24,2022-02-31 0:00:00,2022-02-09 21:29:24,,23,2
90,29,B,2022-02-08 18:24:26,2022-02-31 0:00:00,2022-02-09 21:29:24,,48,2
91,22,C,2022-02-12 13:13:49,2022-02-31 0:00:00,2022-02-13 13:13:49,,26,4
92,92,D,2022-02-16 13:21:48,2022-02-31 0:00:00,2022-02-19 13:21:48,,80,3
93,10,E,2022-02-20 21:11:22,2022-02-31 0:00:00,2022-02-20 21:11:22,,22,4
94,6,F,2022-02-24 8:23:26,2022-02-31 0:00:00,2022-02-27 8:23:26,,79,3
92,90,G,2022-03-11 16:16:24,2022-02-31 0:00:00,2022-03-11 16:16:24,,33,1
96,20,H,2022-03-21 10:24:32,2022-02-31 0:00:00,2022-03-26 10:24:32,,23,1
97,92,A,2022-04-10 13:04:28,2022-02-31 0:00:00,2022-04-10 13:04:28,,73,4
98,94,B,2022-04-20 9:28:17,2022-02-31 0:00:00,2022-04-22 9:28:17,,29,4
99,43,C,2022-02-03 21:38:20,2022-02-31 0:00:00,2022-02-08 21:38:20,,31,4
100,22,D,2022-02-06 14:03:37,2022-02-31 0:00:00,2022-02-11 14:03:37,,63,1
